MAE,RMSE,MRE,MMRE,RRSE,MAPE,SMAPE,R2
115.16426543445124,146.1524314854047,0.033309027792892576,0.055316511527843865,0.39770057794667807,5.531651152784386,5.717122485767261,0.8418342503008782
